#aaj #sabhi #superhits film.dekhane chale #bbthiseid #superdupar film	11161	54954	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	16945	883778841710320_883799558374915
Respected Prime minister modi je namaskar Haryana m jbt teachers ke list aaye 10 month  se jayada time  Ho Gaya h or hum acche deno ka intjar Kr rahe h aap Manohar lal khatter je se  jbt ke jald joining kr	2164	14784	../../NewData/narendramodi_comment_07_16_18_22.txt	9179	10155906685610165_10155906903875165
Safal videsh yatra ke liye badhai ho sir	1104	10055	../../NewData/narendramodi_comment_07_16_18_22.txt	4450	10155908175935165_10155910401610165
Salman sir. Aapki life ke 2 mint meri life anek mint me khushya la sakte he plz sir. Mil lijiye	28344	112831	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	74822	878561238898747_878806852207519
Apne fans ka rply de diya kro yr Dada Ji	18016	76154	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	38145	883778841710320_884022938352577
Advance eid mubarak salman bhai	12386	59126	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	21117	883778841710320_883848028370068
Kya h ye sb ave he hota h. Agr sch me india ka kuch krna h to ye jo sb cast me difrnc h ye htao.sc, irdp k liye itna kuch.n general walo k liye kuch b ni.	3656	22302	../../NewData/narendramodi_comment_07_16_18_22.txt	16697	10155900094865165_10155902952010165
Kucch b kaho...salman bhai kaa sabse nada fan iss puray shrishti mein afar koi hai...tyo o hai...mera bhaiSachin Pujari.....jab tak salman bhai zindagi mein ek baar agar inse naa mile...tyo zindagi mein mein kissise kya mile...	21285	85903	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	47894	883778841710320_884310164990521
Meko job lgwa do mere condition bahut khrab lga skte ho aap ....pm ho isiliye maine aapko bola hu .	881	9184	../../NewData/narendramodi_comment_07_16_18_22.txt	3579	10155908175935165_10155913286490165
Mujse baat karne m tumko sharam aati h sab k saamne	15436	68403	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	30394	883778841710320_883932891694915
Hmto chdnge nai bhai ki movie 1st day 1st show	6719	36425	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	11394	884865938268277_885545561533648
Uncle! Uncle! har chiz mein religion..religion..kaiko? :-) Quran ho..ya bible.. aap ache hona pata chalta hai..bas... ushme bhi..ye sab ghuser diya kaiko? :-D	103	2356	../../NewData/logicalindian_comment_07_16_18_19.txt	2330	751885268274528_752916721504716
kamal karte ho panday ji hume bula kr khud hi gayaab .....	15368	68157	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	30148	883778841710320_883930541695150
ye kya chal rha hai tumhara delete karke wapas wahi post kar rahe ho jayada natak aarha hai	4333	26327	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	1296	887219868032884_887298118025059
özellikle bak büyük yaz?larla  yazd?m dikkatinden kaçmas?n diye mutlaka zaman bulabildikçe benim yorumumuda bi zahmet okuyuverirsin benim acelem yok ben beklmesini bilirim ama yeterki yukar?da  yazd???m? sen be?en tamam m? ba?kas? be?enmesin bu yazd???m?da be?enmesin sen den ba?ka kimsenin be?enmesini istemiyorum i?te anla yani  :)	23081	93149	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	55140	883695375052000_883714851716719
gussa ara h bahut :/	18025	76171	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	38162	883778841710320_884023101685894
Bhaii..aagar time mile to plzz 1 reply kar dena...mujhe meri bf ko dikhana he ..he is a big fan of urs..wo bohot khus ho jayega	17711	75285	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	37276	883778841710320_884011225020415
Beta salman khbis tera film falop hoga beeee suar	25251	102459	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	64450	879829722105232_880113115410226
Eid mubarak bhai jaan	7842	41033	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	3024	887219868032884_887737381314466
Bhai salman ki koi burai mt krna wrna ek ek ko murga bnake b/w two legs bjaya jaega.	23687	96054	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	58045	883252978429573_883322551755949
Bhai roja ramdan me weit nhi karwate	14767	66271	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	28262	883778841710320_883911455030392
Hlp me bhai plzz help me	13036	61151	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	23142	883778841710320_883864831701721
Modi jigood preiminister hia	3757	22930	../../NewData/narendramodi_comment_07_16_18_22.txt	17325	10155900094865165_10155900150610165
Namaz, Quraan to krna ni hai... Bs bappa ko pujte raho.... Qayamt ke din.... BAPPA KA PAPPA v ni bachayega....Smjhe	11062	54614	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	16605	883778841710320_883794331708771
Koi khta h, ki dosti nsha bn jati h, Koi khta h, dosti mja bn jati h, Agr dosti dil se nibhao to, Dosti jine ki bajah bn jati h.	5032	29634	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	4603	885331441555060_885418428213028
4 baj gye bhai	14257	64650	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	26641	883778841710320_883895921698612
Bhar do jholi meri ya Muhammad mujhe Salman bhai se milado,	28331	112795	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	74786	878561238898747_878793358875535
BHA???? WE'LL SEE YOU AGA?N WHEN ?N TURKEY...PLEASEEE ANSWERRR YAAR ...PLEASEE BHAiii SAY SOMETH?NG PLEASEEEEE ....? LOVEE UUU VERY VERY VERY MUCHHHH <3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3...	15844	69587	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	31578	883778841710320_883945315027006
Salman..bhai ..aap dekh rahe ho kya kitne fans aapki wait kar rahe hai..just Hello to kehdo Sabko	13762	63198	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	25189	883778841710320_883882828366588
Kabhi SUBHAS CH Bose & Bhagat Singh ki bhi baat kiya karo sirji....Jisne desh k tukde kar diye us aadmi (Gandhi) ki murti anvaran karte phir raheho @ narendra modiji	2606	17184	../../NewData/narendramodi_comment_07_16_18_22.txt	11579	10155903531450165_10155906641370165
hahaha...feeling osmmmm	11901	57264	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	19255	883778841710320_883828858371985
Khi BAJRANGI BHAIJAAN KIDNAPDED toh nhi gye! Ab toh12july ko hi pta chalega.	17831	75633	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	37624	883778841710320_884015841686620
Chalo zayada smile karne Ki zarurat nhi hai	28640	113946	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	75937	878561238898747_882883311799873
tu hai k nhiii....tu hai k nhiii  <3	17416	74433	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	36424	883778841710320_884000211688183
Sir app shooting main bhi late jate hain.. aur aaj yaha pe bhi late...!!!	19121	79542	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	41533	883778841710320_884071291681075
Annaaa aduthath eavidekkka	1022	9709	../../NewData/narendramodi_comment_07_16_18_22.txt	4104	10155908175935165_10155908299295165
bhaijaan kaha ho	11188	55068	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	17059	883778841710320_883801575041380
salman bhai bhai bhai bhai bhai	4292	26181	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	1150	887219868032884_887278288027042
Plz salman bhai ke bare mein ye galt baate mt likho unhone aapka kya bigara h	5174	30158	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	5127	885331441555060_885506031537601
AJA SHAM HONE AYI....MOUSAM NE DI ANGRAIIII....???? Plz reply me BB.......LOVE U CHO MUCH...????......taktae rah te tujhko sanjh savere....love u my BIG BOSS....BB	21923	88249	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	50240	883744545047083_883844211703783
Bhai jaan jago .4.13pm ho gyaa kaha ho	15238	67700	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	29691	883778841710320_883926261695578
Apko pta nhi hh m apko kitna psn krte hu	11253	55261	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	17252	883778841710320_883804125041125
Salman sir app kaha ke app ke filim Muslim fas ke bena hit ho skate he me app ke fas ho I m Muslim	24799	100223	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	62214	883252978429573_884900244931513
Salman Bhai aap cinta mat karo apki movie ham hit kare ge	26311	106405	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	68396	879829985438539_879841962104008
Jise bhi apne profile pic par 1000+ like lena hai add kar ke massege karo only indians	6555	35740	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	10709	884865938268277_885196458235225
Superb  salman bhai	21509	86627	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	48618	883744545047083_883757885045749
modi ji alwar ke sansd mhent chandnath alwar se gayb rhte h or koyi bhi vikas kary unke dvara nhi kraya gya h ab tk meri apse request h ki take action	1327	11041	../../NewData/narendramodi_comment_07_16_18_22.txt	5436	10155908143610165_10155914879105165
salman sir aap kaise ho plz reply b de diya karo	28824	114721	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	76712	877853642302840_878049908949880
khd ana to mumkin nhe shayid	15358	68112	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	30103	883778841710320_883930171695187
Ha jao jao kon rok rha h tumen	19293	80019	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	42010	883778841710320_884078221680382
salam vai jan	28588	113776	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	75767	878561238898747_881644591923745
Intzar....... ho gye mere salmaan.... sir ki aae na kuch khabr sir ji aapki........	12385	59122	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	21113	883778841710320_883847985036739
salman sir plz 5:00 pm kar dou plz 4:00 pm mein nai baat kar saku gi aapse plz sir plz	11871	57133	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	19124	883778841710320_883826848372186
salman bhai ...... i lovee uuu tumharee liyeee jan bvi dee dengeee	11698	56552	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	18543	883778841710320_883820041706200
Arif  khan kounse news channel par dikhain hai sirf itna batado	22214	89341	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	51332	883744545047083_884152028339668
Loveeee youuuuuu salman bhai.apki shadi ho jaye jaldi.aur bhagwan apko sweet sa baby gift kree.	19982	82087	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	44078	883778841710320_884118168343054
tumhare fans ko in fack news se koi phark nahi padne wala isliye tension mat lena	5273	30540	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	5509	885331441555060_885736231514581
ek baar jo maine commitment kardiya,phir mai apni b nahi sunta	18845	78688	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	40679	883778841710320_884058108349060
Bhai jaldi kr apun shooting kly ja ry ly tary nam 2.	13403	62205	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	24196	883778841710320_883873965034141
uff mashaalllah killing look bhaijaan	24638	99632	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	61623	883252978429573_884073588347512
Bhaijan kese ho	14010	63917	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	25908	883778841710320_883888985032639
Chance bhut kam hai mai dekhsakti  hoon ya nahi	6699	36351	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	11320	884865938268277_885468054874732
Bade dhayan se dekh rahe ho	1359	11231	../../NewData/narendramodi_comment_07_16_18_22.txt	5626	10155908143610165_10155909977085165
Kay baat hai bhai jaan....	23296	94412	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	56403	883252978429573_883257411762463
ho gyi party sabki ... ab aaram karo...bhai so rhe ha...	15983	69968	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	31959	883778841710320_883949665026571
Mujhe gussa un saale hinduo par aata hai jo nasmjhi me modi ji ka virodh karte hain ..	3619	22217	../../NewData/narendramodi_comment_07_16_18_22.txt	16612	10155900094865165_10155900129180165
bhai aap toh hit ho	22287	89591	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	51582	883744545047083_884222091665995
meney suna  ap kiynup hohay  yes no pls ansr	24665	99744	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	61735	883252978429573_884177595003778
Kya khismat hai yaar bande ..ki hazaron .. croro .. log ... marte hai bande par	20516	83777	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	45768	883778841710320_884178455003692
Hame to asaduddin owaisi sahab ki baat manni chahye q k oh aapse best hai hero of Islam hai owaisi Vai jaan	5990	33438	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	8407	884865938268277_884874661600738
Soch ko badloSoch ko badlo, sitare badal jayenge,Nazar ko badlo, nazare badal jayenge,Kashtiyan badalne ki zarurat nahi,Dishaon ko badlo, kinare badal jayenge.	207	4811	../../NewData/logicalindian_comment_07_16_18_19.txt	4785	752277778235277_752313548231700
Sallman to bhout sir pakru chinal ka hai	22680	91136	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	53127	883744545047083_886229431465261
Bhay yeda bana yana	20634	84142	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	46133	883778841710320_884194001668804
Salman bas mjhe aapse ek ques poochna h bas or kuch	21697	87438	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	49429	883744545047083_883781835043354
Jaldi aa jao Salu bhai.bhai aap kahan ho 4pm ho gaya...I'm waiting you bajrangi bhaijn...Aap bahut kamaal karte ho...	22044	88614	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	50605	883744545047083_883947791693425
Susma swraj ji ko bhi mauqa diya jae videsh jane ka humesha aap hi ghumty rahty ho Wo to foreign minister hai	1285	10928	../../NewData/narendramodi_comment_07_16_18_22.txt	5323	10155908143610165_10155908204010165
hame koi like kijiye hum bajrangi se kam nahi hai	24041	97393	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	59384	883252978429573_883442041744000
sahi maja le re ho narendra modi bhai	649	8001	../../NewData/narendramodi_comment_07_16_18_22.txt	2396	10155908175935165_10155908335860165
Jai sri ram nama namo	3711	22612	../../NewData/narendramodi_comment_07_16_18_22.txt	17007	10155900094865165_10155900154235165
bhai ko aksle wale kum	22511	90493	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	52484	883744545047083_884691474952390
Bhai saab kaha hai	19198	79759	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	41750	883778841710320_884074551680749
ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan...	25376	103068	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	65059	879829722105232_880412928713578
Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho	6309	34669	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	9638	884865938268277_884992978255573
sirrr aap onlin he sirrr	20252	83083	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	45074	883778841710320_884145848340286
kuch nahi bas report send kar raha tha	5674	32208	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	7177	885331441555060_886450538109817
Hello...salman khan ji....	14304	64777	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	26768	883778841710320_883897211698483
Inteha ho gayi intezaar ki. Ayi na kuch khabar mere bhai ki...Ye mujhe hai yekin. Jhoothe wo hain nhi. Phir wajah kya huyi. INTEZAAR Ki. Ab to a jao bhai.	19593	80930	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	42921	883778841710320_884094315012106
India ke sabse lokpriy pm modi ji mai aapse request kartahu  pm banne ke baad aap mp ke satna nahi aaye please aap jab bhi mp aaye satna aagman ko acsept kar  lijiye. Thanku	2840	18288	../../NewData/narendramodi_comment_07_16_18_22.txt	12683	10155903085380165_10155903298195165
bhai kya baat h aap jhut b bolte ho kya woh roze me...:-\ :-\ :-\ :-\ :-\	15227	67675	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	29666	883778841710320_883925961695608
Akbarudin ovasi ek Sacha Muslim he or tu sale Musalmano ke naam pe kalank he sale suvar jese saqal Vale	25428	103226	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	65217	879829722105232_880490378705833
Supr salman  bhaijan	8672	44750	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	6741	885331441555060_885440704877467
Yes sab jhuth hai koi salman khan humlogo se baat nhi karne wale	16409	71338	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	33329	883778841710320_883964441691760
Welcome back Mr pm.ab kitne din rahenge India me???ye paisa kisika baap ka nehi hai.hamara hai.hamare paison Se bidesh ja kar ghumte ho saram nehi aati???	968	9489	../../NewData/narendramodi_comment_07_16_18_22.txt	3884	10155908175935165_10155908507690165
Wrkout tym b jaa rha hKuch khaaya b nhiiiii	16727	72321	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	34312	883778841710320_883975278357343
Iam waiting salman bhai	23373	94753	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	56744	883252978429573_883265921761612
I love you. I fill you. I think you and marnasa pahla apsa 1bar milongga jaroor. I'm from Bangladesh.	14434	65198	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	27189	883778841710320_883901205031417
Ab ki bar modi srkar har har modi	1238	10806	../../NewData/narendramodi_comment_07_16_18_22.txt	5201	10155908143610165_10155911508805165
Sahi roosdar ki eid hoti h acting walk k nahe	27470	110000	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	71991	879829985438539_881002535321284
Modi deshala man sanman. Milavun det sahet. Nambar 1 honar	3051	19591	../../NewData/narendramodi_comment_07_16_18_22.txt	13986	10155903070795165_10155903698995165
just rply me one time.... roz tweet bi krti hun apko but koi jwb nai :( :( :( :( :(.... now plzzzzz rply me heree.....	15942	69854	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	31845	883778841710320_883948385026699
Awesomee bhai jaan	4141	25600	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	569	887219868032884_887236301364574
Modi Ji Kay sare kam acche hay par ek kaam bura hay inko aapan ne jitaya election hay ya World Tour package Purana PM to silent mode or naye PM flight mode hamare desh ki to kismat hi kharab hay	2919	18670	../../NewData/narendramodi_comment_07_16_18_22.txt	13065	10155903081220165_10155906146545165
Salmam sir hmesha apko to hi follow krtee h hmm.  Apko dekh kr hi sikha h   ki dusro ki heLP krna kya hota h. Dil ko khusi milti hh ab jana hmneeee	6521	35608	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	10577	884865938268277_885181021570102
salman bhai mai aapka bahut bada fan hu aapke sath filmo me kam karna chahte hai	11843	57037	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	19028	883778841710320_883825811705623
namo india _/\_	1921	13656	../../NewData/narendramodi_comment_07_16_18_22.txt	8051	10155907311655165_10155907329200165
Sir plz ek baar hmsbko hiiii to boldo sb wait krre h aap bat mt karo i know ki apke pas time nhi h pr sirf ek baar hmsbko hiiii boldo sir hm sb etne me hi khus hojaenge plz ek baar	21959	88354	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	50345	883744545047083_883873511700853
salman kaha good. film  bajrahgi bhaijaan  oldbasyt walkam	27860	111051	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	73042	879829985438539_882208828533988
Bhai ap jvb dy bhi do	14563	65605	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	27596	883778841710320_883905048364366
I'm superman but salman ka fan	7910	41265	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	3256	887219868032884_887795077975363
bhai apke is blockbuster movie bajrangi bhaijaan ke bare me kuch gadhe na jane kya kya bakbas kr rahe hai aur ahmedabad me to movie ki release pr ban lagane ke liye appeal bhi ki hai ap kya kahoge bhai	12404	59206	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	21197	883778841710320_883848741703330
Salu bhai main tek hun ap suna wo kia kr rhy ho.	15087	67202	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	29193	883778841710320_883920685029469
Bhai movie itni chalegi ki record ho jaayega	6867	37097	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	12066	884865388268332_884866431601561
Bhai comedy. Laavo na...aap comedy with kapil me jitna hase ho ..utna haste hue pehle nahi dekha	22124	88939	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	50930	883744545047083_884032131684991
Salute you sir app bahut mehnat karte hai	3225	20325	../../NewData/narendramodi_comment_07_16_18_22.txt	14720	10155901018670165_10155901034730165
Yhe special song 4 eid .....yhe party meri taraf se	26907	108258	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	70249	879829985438539_880099158744955
Modhiji se India ki janta ko jo umide thi  vo abhi tak  jaha ki taha hai kuch esa strong kare jo anewale samay me bhi bana rahe kiyki samay ab kam he	2884	18519	../../NewData/narendramodi_comment_07_16_18_22.txt	12914	10155903081220165_10155906195430165
Bajrang bali ki jai	13106	61334	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	23325	883778841710320_883866378368233
Katrina ranvir ke saath hai..tum kya kor rahe ho	13851	63458	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	25449	883778841710320_883884948366376
Hiiiii salman kaha ho plz come plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz	18532	77730	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	39721	883778841710320_884042861683918
Jodhpur aaoge jab milo ga...mai ab..kaha jaoge mujse bach ke..	18782	78461	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	40452	883778841710320_884054185016119
bhaijan ke kamar pe dard hn doctero ne araam karne ko bola hn ok frendz	16292	71003	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	32994	883778841710320_883960728358798
Girna samal nai lage	25862	104792	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	66783	879829722105232_882207768534094
u r right bhai....jin logo ne b aesi galat News apke khilaf phelayi hai...usko mat chodna.case karo uske upar.usi galat post ki wajese apka nam kharab horaha hai.r kayi musalman bhai apke bare me galat soch rahe hai....iss galat news ko jld se jld door kariye	6063	33703	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	8672	884865938268277_884881408266730
zakat milegi is eid pe	8367	43757	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	5748	885331441555060_885339681554236
Bhaijaan love u Bhai.. 28th july ko mera bday h.. Ek wish kaardo bhai.. Plz bhaijaan..	16777	72457	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	34448	883778841710320_883976781690526
Ghanta reply krra	20203	82925	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	44916	883778841710320_884141695007368
Kabhi ghar me bhi raha karo modi ji?	1644	12417	../../NewData/narendramodi_comment_07_16_18_22.txt	6812	10155907326070165_10155907786230165
Sir Aap apne siblings m sabse jyada close kiske hain?	16930	72964	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	34955	883778841710320_883982678356603
music thik nahi hai	24711	99888	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	61879	883252978429573_884271628327708
Facebook jaisa Accha chis me ye sab faltu items kyu ata hai kya pata????? Dirty fellow. ..... idiot kahika...... mu dekh lia bash aj ka din e sala kharap jayega.....	23724	96202	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	58193	883252978429573_883330215088516
sir g meri help kar dijiye	17973	76009	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	38000	883778841710320_884020961686108
<b>   BHAAI BACCHO KA DIL DUKHARE HO AAP AATE Q NAHI	18924	78949	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	40940	883778841710320_884062271681977
kya baat h.....bhai	23824	96673	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	58664	883252978429573_883402201747984
Bhai jan  jindabad	28874	114912	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	76903	877853642302840_878390448915826
Mai 2 year phle mumbai aaya tha bhut kosis ki but aap ko Dekh na saka	11457	55821	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	17812	883778841710320_883811465040391
Joy hind joy hindMeri bhatan tuje salamModi ji aapko salam	3828	23350	../../NewData/narendramodi_comment_07_16_18_22.txt	17745	10155900086255165_10155900318100165
sb salman ko doshi kyu keh raha.khud ko sb dekho phle..duniya bs bhaukti hai	5694	32294	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	7263	885331441555060_886493304772207
Ye batao 60 Saal main congress ne kya kiya ;)	127	2876	../../NewData/logicalindian_comment_07_16_18_19.txt	2850	752454391550949_752461141550274
salman ke haters ko koi comment hi mat karo..tottaly ignored..great salman	28307	112716	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	74707	878561238898747_878765328878338
salman sir aapki movie london mein kab release hogi plz	5584	31821	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	6790	885331441555060_886278701460334
salman bhai jaan  friend request  plz	6608	35997	../../NewData/BeingSalmanKhan_comment_07_16_18_35.txt	10966	884865938268277_885288831559321
Hi salman khan aap bahut ache aur nake insan ho	17757	75436	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	37427	883778841710320_884013335020204
Inteha ho gayi intezar ki,Aayi na kuch khabar salman bhai ki...	20810	84625	../../NewData/BeingSalmanKhan_comment_07_17_18_03.txt	46616	883778841710320_884228588332012
